STATION_NAME	RIVER_NAME	LOCATION	lon	lat	STATUS	FIRST_YR	LAST_YR	TOTAL_YRS	MISS_YRS
S-03007701502	Holland River	Conc Rd 4, E of Hwy 401, S of Bradford	-79.56377086	44.07303214	I	1971.00	1990.00	8.00	12.00
S-03007701602	Holland River	Rupke Rd, W of Hwy 401, N of Hwy 9	-79.62021098	44.02773839	I	1971.00	1977.00	7.00	0.00
S-03007701702	Drainage Canal	Canal Bank Rd, Holland Marsh, upstrm pumping stn	-79.61897523	44.04822326	I	1971.00	1995.00	25.00	0.00
S-03007701802	Maskinonge Jersey River	The Queensway, Reg Rd 12, Keswick	-79.46483936	44.22792026	I	1971.00	1995.00	25.00	0.00
S-03007701902	Black River	Hwy 48, Baldwin	-79.34414236	44.26086389	I	1971.00	1995.00	25.00	0.00
S-03007702002	Black River	York Durham Ln, S of Brown Hill	-79.32152061	44.20779526	I	1971.00	1977.00	7.00	0.00
S-03007702102	Mount Albert Creek	Queensville Sdrd, N of Mount Albert	-79.32748086	44.16663039	A	1971.00	2016.00	39.00	7.00
S-03007702202	Lake Simcoe Outlet	Hwy 12, Atherley	-79.36952261	44.60381414	I	1971.00	1993.00	23.00	0.00
S-03007702302	Severn River	Highway No. 11 Severn Bridge	-79.33492948	44.77648739	I	1971.00	1993.00	23.00	0.00
S-03007702402	Bogart Creek	St. Johns Sdrd, S of Pine Orchard	-79.37760786	44.03936101	I	1972.00	1993.00	9.00	13.00
S-03007702502	Beaverton River	Railroad bridge, Beaverton	-79.15995773	44.43113714	I	1972.00	1993.00	22.00	0.00
S-03007702602	Lake Couchiching Outlet	County Road 169, Washago	-79.32441873	44.74656114	I	1973.00	1993.00	21.00	0.00
S-03007702702	Pefferlaw Brook	Hwy 48, Georgina Twp	-79.21773998	44.33041001	I	1973.00	1993.00	21.00	0.00
S-03007702802	Lovers Creek	Tollendal Rd, Barrie	-79.65129523	44.37225239	A	1974.00	2016.00	34.00	9.00
S-03007702902	Holland River	Simcoe Cnty Rd 27, N of Schomberg	-79.67910198	44.01385739	A	1977.00	2016.00	31.00	9.00
S-03007703002	Holland River	Ravenshoe Rd, York Reg Rd 32, Holland Marsh	-79.51693898	44.18176939	I	1977.00	1995.00	19.00	0.00
S-03007703102	Black River	County Road 169, Fawkham	-79.28147211	44.71405451	I	1977.00	1993.00	17.00	0.00
S-03007703202	Uxbridge Brook	Brookdale Rd, S of Uxbridge	-79.09789286	44.09525676	I	1977.00	1991.00	15.00	0.00
S-03007703302	Maskinonge Jersey River	Woodbine Rd, Reg Rd 8, S of Keswick	-79.43670911	44.18702951	I	1985.00	1995.00	11.00	0.00
S-03007703402	Maskinonge River	Glenwood Ave, North Gwillimbury Twp	-79.42133711	44.22387364	A	1985.00	2016.00	25.00	7.00
S-03008500102	Musquash River	Hwy 69, 3km N of Reg Rd 32	-79.77733586	45.02209389	I	1966.00	2002.00	29.00	8.00
S-03008500202	Rosseau Lake Outlet	Reg Rd 118, Port Carling	-79.57728511	45.12005477	I	1966.00	1991.00	26.00	0.00
S-03008500302	Muskoka Lake Outlet	Regional Rd 169, Bala	-79.61451798	45.01248614	I	1966.00	1995.00	30.00	0.00
S-03008500402	Muskoka River South	Hwy 11, Muskoka Falls	-79.30209861	45.00237889	I	1965.00	1995.00	31.00	0.00
S-03008500502	Muskoka River North	Hwy 11, SE of Falkenburg Station	-79.29996811	45.08829789	I	1965.00	1992.00	4.00	24.00
S-03008500602	Mary Lake Outlet	Muskoka Rd 10, Port Sydney	-79.27508348	45.21309439	I	1965.00	1995.00	31.00	0.00
S-03008500702	Fairy Lake Outlet	Muskoka Rd 2, Brunel Rd, S of Huntsville	-79.20404798	45.30358427	I	1966.00	1990.00	25.00	0.00
S-03008500802	Lake Vernon Outlet	Muskoka Rd 3, Main St, Huntsville	-79.21491861	45.32763339	I	1966.00	1995.00	30.00	0.00
S-03008500902	Lake of Bays Outlet	Highway No. 117, Baysville	-79.11164861	45.15024139	I	1965.00	1990.00	26.00	0.00
S-03008501002	Indian River	Small Lock Port Carling	-79.57632211	45.12016377	I	1967.00	1977.00	11.00	0.00
S-03008501102	Indian River	Hanna Park, SW of Reg Rd 118,  Port Carling	-79.57624023	45.11104527	I	1967.00	1995.00	29.00	0.00
S-03008501202	Muskoka River North Branch	Upstream of South Branch, Bracebridge	-79.31377136	45.03352114	I	1968.00	1977.00	10.00	0.00
S-03008501302	Muskoka River North Branch	Ecclestone Drive, W of Hwy 11, Bracebridge	-79.30788936	45.03922002	I	1968.00	1977.00	10.00	0.00
S-03008501401	Lake of Bays	Highway 35, Dorset	-78.89205836	45.24607702	I	1968.00	1995.00	27.00	1.00
S-03008501502	Muskoka River North	Above Bracebridge Falls	-79.30909573	45.04207239	I	1969.00	1969.00	1.00	0.00
S-03008501601	Lake Muskoka	Near Cape May	-79.61295136	45.03330177	I	1969.00	1970.00	2.00	0.00
S-03008501701	Lake Muskoka	7/10th miles due East of Pine Island	-79.40255136	45.04718602	I	1969.00	1970.00	2.00	0.00
S-03008501802	Medora Creek	Above Highway 69	-79.63052673	45.05165502	I	1969.00	1969.00	1.00	0.00
S-03008501901	Lake Muskoka	Centre of Muskoka Bay	-79.39784323	44.92719677	I	1969.00	1970.00	2.00	0.00
S-03008502001	Lake Muskoka	Near Rex Island	-79.41298148	44.96904602	I	1969.00	1970.00	2.00	0.00
S-03008502102	Pigeon Creek	Reg Rd. 169, NW of West Gravenhurst	-79.43669073	44.94991427	I	1969.00	1969.00	1.00	0.00
S-03008502202	Hawk Rock River	Reg Rd 41, County Rd below Gull Lake	-79.35662698	44.93253102	I	1969.00	1969.00	1.00	0.00
S-03008502301	Lake Rosseau	Near Little Pine Island	-79.59997623	45.14830177	I	1969.00	1970.00	2.00	0.00
S-03008502401	Lake Rosseau	Near Belle Island, Skeleton Bay	-79.56364761	45.22154989	I	1969.00	1970.00	2.00	0.00
S-03008502502	Dee River	Reg Rd 24, S of Hwy 141, Dee Bank	-79.52366348	45.17916777	I	1969.00	1969.00	1.00	0.00
S-03008502602	Skeleton Creek	Highway 141	-79.53150811	45.21994564	I	1969.00	1969.00	1.00	0.00
S-03008502702	Wier Creek	Hwy 141	-79.55872886	45.22640964	I	1969.00	1969.00	1.00	0.00
S-03008502802	Rosseau River	Hwy 141, SE of Rosseau	-79.58380298	45.23898952	I	1969.00	1995.00	26.00	1.00
S-03008502902	Shadow River	Hwy 141	-79.67402198	45.27235852	I	1969.00	1969.00	1.00	0.00
S-03008503001	Lake Joseph	Below Yoho Island	-79.74828998	45.17851002	I	1969.00	1970.00	2.00	0.00
S-03008503101	Lake Vernon	Near Centreview Island, W of Huntsville	-79.27408186	45.32811977	I	1970.00	1971.00	2.00	0.00
S-03008503202	East River	Hwy 11,  7km N of Huntsville	-79.22242548	45.37945939	I	1969.00	1995.00	26.00	1.00
S-03008503301	Lake Joseph	Near Sandy Point	-79.68366523	45.19865352	I	1970.00	1970.00	1.00	0.00
S-03008503402	East River	Ravenscliff Rd, Huntsville	-79.25136811	45.34628952	I	1971.00	1977.00	6.00	1.00
S-03008503502	Muskoka River	S Santas Village Rd, at dock Trans-Can Pipe X	-79.32868036	45.02739164	I	1978.00	1993.00	16.00	0.00
S-03008503602	Parrot Creek	Hwy 60, Coveside Dr, E of Huntsville	-79.19654236	45.33816339	I	1978.00	1978.00	1.00	0.00
S-03009200102	Moon River	Hwy 69, 0.5km N of Twelve Mile Bay Rd	-79.78656886	45.06348389	I	1966.00	2005.00	32.00	8.00
S-03009600102	Oastler Lake Outlet	Hwy 69, Approx. 4 M S of Parry Sound	-79.98341423	45.31621752	I	1972.00	1976.00	5.00	0.00
S-03009600202	Boyne River	Otter Lake Road, S of Hwy 69, SE of Parry Sound	-79.95299948	45.30295827	I	1972.00	1983.00	12.00	0.00
S-03009600301	Otter Lake	Otter Lake narrows, Otter Lake Rd	-79.94799086	45.29265577	I	1972.00	1979.00	8.00	0.00
S-03009700102	McCurry Lake Outlet	Emily St, S of Parry Sound	-80.02898561	45.33063852	I	1966.00	1983.00	18.00	0.00
S-03009800102	Seguin River	Seguin Street, W of Parry Sound	-80.03129998	45.34358777	I	1973.00	1994.00	14.00	8.00
S-03009800202	Seguin River	Burnside Bridge Rd, Badger's Corners	-80.01756198	45.39677977	I	1988.00	1992.00	5.00	0.00
S-03009800302	Seguin River	MacDougall Rd	-79.94745398	45.39916314	I	1988.00	1994.00	7.00	0.00
S-03009800402	Seguin River	approx 0.5 km dnstrm McDougall Rd	-79.95494473	45.39921139	I	1988.00	1994.00	7.00	0.00
S-03009800502	Seguin River	approx 2 km E of Hwy 124	-80.00042736	45.40038489	I	1988.00	1992.00	5.00	0.00
S-03011500102	Shawanaga River	Hwy 69, 0.5km N of Shebeshekong Rd, Shawanaga	-80.28442248	45.54972877	I	1973.00	2002.00	9.00	21.00
S-03012000102	Naiscoot River	Hwy 529, 13km N of junction of Hwys 529 and 69	-80.48239711	45.67238639	I	1973.00	2005.00	12.00	21.00
S-03012400102	Magnetawan River	Reg Rd 520, Burks Falls	-79.41108586	45.62052314	I	1968.00	1990.00	22.00	1.00
S-03012400202	Magnetawan River	Yonge St bridge, Burks Falls	-79.39699086	45.62339339	I	1973.00	1988.00	9.00	7.00
S-03012400302	Magnetawan River	Hwy 69, 0.5km N of Hwy 529, E of Byng Inlet	-80.49732198	45.77458202	I	1973.00	2002.00	19.00	11.00
S-03012400402	Bernard Creek	1st bridge dwnstrm Sundridge Lagoon, Muskoka Rd	-79.42659961	45.71065852	I	1978.00	1990.00	13.00	0.00
S-03012400502	Bernard Creek	Reg Rd 520, W of Burk's Falls	-79.45176548	45.60746727	I	1979.00	1990.00	12.00	0.00
S-03012400602	Magnetawan River	Reg Rd 518, Inlet to Sand Lake	-79.16496073	45.63924227	I	1988.00	1990.00	3.00	0.00
S-03012800102	Key River	Hwy 69, 2.5km S of junction of Hwys 522 and 69	-80.56585273	45.89303652	I	1973.00	2005.00	13.00	20.00
S-03013000102	Pickerel River	Hwy 69, 5km S of Bigwood	-80.56646736	45.99696577	I	1973.00	2002.00	19.00	11.00
S-03013300102	French River	Hwy 69, 2km S of Bigwood	-80.58313023	46.01840702	I	1973.00	2005.00	26.00	7.00
S-03013300202	Veuve River	La Plage Rd, W of Cache Bay	-80.06021636	46.35006639	I	1979.00	1994.00	16.00	0.00
S-03013300302	Sturgeon River	approx 6 km dwnstrm Hwy 17, Sturgeon Falls	-79.97226323	46.32454064	I	1980.00	1994.00	15.00	0.00
S-03013300402	Sturgeon River	Cache Bay Rd, Sturgeon Falls	-79.93497473	46.36995002	I	1980.00	2016.00	16.00	0.00
S-03013300802	French River	Dry Pine Bay, E of Hwy 607, S of Hwy 64	-80.57953823	46.04615202	I	1968.00	1988.00	10.00	11.00
S-03013300901	Callander Bay	Near docks, Callander Bay	-79.37122786	46.22042352	I	1968.00	1991.00	19.00	5.00
S-03013301001	Lake Nipissing	Amelia Beach, North Bay	-79.46609673	46.29895914	I	1968.00	1989.00	16.00	6.00
S-03013301101	Lake Nipissing	Dwnstrm Govt Docks, North Bay	-79.47142998	46.31037002	I	1968.00	1990.00	23.00	0.00
S-03013301202	Duchesnay Creek	Hwy 17, North Bay	-79.51103998	46.33411377	I	1968.00	1990.00	23.00	0.00
S-03013301302	Duchesnay Creek	Hwy 17B, Main St W, North Bay	-79.50328061	46.32851627	A	1968.00	2016.00	36.00	13.00
S-03013301402	La Vase River	approx 1 km E of Hwy 11	-79.38272798	46.27194477	I	1973.00	1992.00	15.00	5.00
S-03013301502	La Vase River	Riverbend Rd	-79.40318148	46.25808139	I	1968.00	1992.00	19.00	6.00
S-03013301601	Lake Temagami	Near CNR water intake	-79.79251223	47.06181039	I	1968.00	1979.00	12.00	0.00
S-03013301702	Sturgeon River	Crystal Falls Road, E of Hwy 64	-79.90061923	46.46277402	I	1968.00	1988.00	21.00	0.00
S-14001907502	Westner Lake	Outlet	-82.62628498	46.38288327	I	1987.00	1990.00	4.00	0.00
S-14002800102	Spanish River	Burns Crossover Rd, Webbwood, S of Hwy 17	-81.87393036	46.26459514	I	1968.00	2001.00	26.00	8.00
S-14002800202	Spanish River	Hwy 17	-81.67462473	46.30137627	I	1968.00	1991.00	19.00	5.00
S-14002800302	Junction Creek	Fielding Rd, outlet of Kelley Lake, E of Lively	-81.09777461	46.42733327	A	1968.00	2016.00	43.00	6.00
S-14002800402	Junction Creek	Upstrm Kelley Lake, dwnstrm Sudbury	-81.03802998	46.45941002	I	1968.00	1999.00	21.00	11.00
S-14002800502	Copper Cliff Creek	Ceasar Rd, E of Copper Cliff	-81.03720786	46.46812277	I	1968.00	1996.00	25.00	4.00
S-01006000802	Fox Creek	Inflow to Manitowadge Lake	-85.79464936	49.14382089	I	1980.00	1995.00	16.00	0.00
S-01006000902	Little Black River	Hwy 17	-85.95718786	48.69176302	I	1983.00	1984.00	2.00	0.00
S-01006001002	Cedar Creek	Hwy 17, 2km W of Hwy 614	-85.88027799	48.69648964	I	1983.00	1996.00	14.00	0.00
S-01006001102	Wabikoba Creek	Hwy 17, upstream Cedar Lake	-85.79498886	48.71623752	I	1983.00	1984.00	2.00	0.00
S-01006001202	Cedar Creek	At hydrometric station, 4km upstrm Hwy 17	-85.91043711	48.70750327	I	1984.00	1995.00	12.00	0.00
S-01006700102	Little Pic River	Hwy 17, W of Neys	-86.63115649	48.80128339	I	1973.00	2011.00	39.00	0.00
S-01006800102	Dead Horse Creek	Hwy 17	-86.68670524	48.81778377	I	1980.00	1984.00	5.00	0.00
S-01007000102	Prairie River	Hwy 17	-86.77634236	48.80370889	I	1973.00	1975.00	3.00	0.00
S-01007300102	Steel River	Hwy 17, E of Terrace Bay	-86.88433036	48.77657614	I	1973.00	1975.00	3.00	0.00
S-01007400102	Kimberley Clark Effluent Canal	Hwy 17	-87.07251461	48.83211914	I	1973.00	1987.00	15.00	0.00
S-01007400202	Blackbird Creek	Dnstrm Hwy 17, 9.5 km NW of Terrace Bay	-87.03504036	48.84848152	I	1988.00	1996.00	9.00	0.00
S-01007500102	Aguasabon River	Hwy 17, Terrace Bay	-87.11491136	48.78578489	I	1973.00	1975.00	3.00	0.00
S-01007500202	Aguasabon Diversion	S. of Hwy 17, Terrace Bay	-87.15848774	48.78548752	I	1973.00	1978.00	6.00	0.00
S-01007800102	Whitesand River	Upstrm of Minova Mine; NW of Schreiber	-87.36910049	48.97815152	I	1988.00	1995.00	8.00	0.00
S-01007800202	Whitesand River	At hydrometric stn; NW of Schreiber	-87.38056361	48.97537602	I	1988.00	1995.00	8.00	0.00
S-01007800302	Whitesand River	Below CPR bridge; S of Hwy 17; W of Shreiber	-87.41107824	48.83563314	I	1988.00	1995.00	8.00	0.00
S-01008000102	Pays Plat River	Hwy 17, Pays Plat	-87.55919136	48.88223527	I	1973.00	1975.00	3.00	0.00
S-01008100102	Gravel River	Hwy 17	-87.76869261	48.92026514	I	1973.00	1975.00	3.00	0.00
S-01008600102	Jackpine River	Hwy 17	-87.99794561	48.97615777	I	1973.00	1975.00	3.00	0.00
S-01008800102	Jackfish River	Hwy 17	-88.07728111	49.00816414	I	1973.00	1975.00	3.00	0.00
S-01009000102	Nipigon River	At bridge, Cameron Falls	-88.34866411	49.15070614	I	1969.00	1984.00	16.00	0.00
S-01009000202	Nipigon River	Hwy 11 and 17, Nipigon	-88.25048049	49.01958777	I	1973.00	1994.00	22.00	0.00
S-01009200102	Black Sturgeon River	Hwy 11 and 17	-88.37817174	48.90408102	I	1973.00	1994.00	22.00	0.00
S-01009400102	Wolf River	Hwy 11 & 17	-88.53279599	48.82115739	I	1973.00	1975.00	3.00	0.00
S-01009500102	Coldwater Creek	Hwy 11 & 17	-88.53941749	48.80400752	I	1973.00	1975.00	3.00	0.00
S-01010000102	Pearl River	1.5 M SE of Pearl,S. of CNN Rail,S. of Hwy 11&17	-88.63895962	48.64930914	I	1973.00	1977.00	4.00	1.00
S-01010300102	Mackenzie Creek	Hwys 11 & 17	-88.94199449	48.53440427	I	1973.00	1975.00	3.00	0.00
S-01010400102	Current River	Cumberland St N, Thunder Bay	-89.18687662	48.45461427	I	1966.00	1995.00	30.00	0.00
S-01010400202	Current River	Hwy 11 and 17, Thunder Bay Expy	-89.18801899	48.48247952	A	1968.00	2016.00	37.00	12.00
S-01010500102	McVicar Creek	Cumberland St N, Thunder Bay	-89.21410974	48.43965452	A	1966.00	2016.00	39.00	12.00
S-01010600102	McIntyre River	Hammond Ave, Thunder Bay	-89.23059224	48.40912339	I	1966.00	1983.00	18.00	0.00
S-01010600202	McIntyre River	May St, Thunder Bay	-89.24543749	48.39965814	A	1972.00	2016.00	33.00	12.00
S-01010700102	Neebing River	110th Ave, Thunder Bay	-89.22383674	48.39936052	I	1966.00	1982.00	17.00	0.00
S-01010700202	Neebing River	Arthur St W,  W of Mapleward Rd, Thunder Bay	-89.35788387	48.38122752	A	1968.00	2016.00	37.00	12.00
S-01010700302	Neeb-McIntyre River	Diversion at 110th Ave, Thunder Bay	-89.22339287	48.39935077	I	1983.00	1995.00	13.00	0.00
S-04001302002	Thames River	Kiel Dr, Chatham, centre bottom	-82.21010023	42.39391576	I	1964.00	1966.00	3.00	0.00
S-04001302102	Thames River	Foot bridge (northern side top), golf course	-81.29856598	42.96271626	I	1964.00	1966.00	3.00	0.00
S-04001302202	Thames River	Foot bridge (southern side top), golf course	-81.29813236	42.96238539	I	1964.00	1966.00	3.00	0.00
S-04001302402	Thames River	Foot bridge (centre bottom), golf course	-81.29836411	42.96256214	I	1964.00	1966.00	3.00	0.00
S-04001302502	Avon River	Perth Cnty Rd 32, dwnstrm Stratford	-81.01866973	43.36605826	A	1967.00	2016.00	49.00	1.00
S-04001302602	Tilbury Creek	3rd Conc, Tilbury West Twp	-82.44746898	42.27599414	I	1972.00	1996.00	25.00	0.00
S-04001302702	North Thames River	Middlesex Cnty Rd 42, Clarke Rd, London	-81.19470748	43.04192389	I	1972.00	2015.00	42.00	2.00
S-04001302802	Thames River	Glendon Dr, Kilworth, dwnstrm of London	-81.39032136	42.96371301	I	1972.00	1977.00	5.00	1.00
S-04001302902	Dingman Creek	Kilbourne Rd, 1st conc dwnstrm Lambeth	-81.31366036	42.91414551	A	1972.00	2016.00	43.00	2.00
S-04001303002	Newbiggen Creek	Newbiggen Dr, 2nd conc dwstrm Glencoe	-81.68362898	42.73701039	I	1972.00	1975.00	4.00	0.00
S-04001303102	Lock Drain	Cundle Ln, Harwich Twp	-82.08100761	42.35233064	I	1972.00	1996.00	20.00	5.00
S-04001303202	Thames River	Graham Rd, Cnty Rd 76, S of Woodgreen	-81.69612286	42.67340264	I	1973.00	1982.00	10.00	0.00
S-04001303302	Big Creek	Road 310, Lakeshore, W of Strangfield	-82.51680573	42.19263914	A	1974.00	2016.00	38.00	5.00
S-04001303402	Nissouri Creek	Rd 78, Nissouri Twp, W of Embro (AG-5)	-80.96284073	43.13012626	A	1974.00	2015.00	14.00	28.00
S-04001303602	Oxbow Creek	Ten Mile Rd, SW of Ilderton	-81.36292548	43.07067201	I	1975.00	1979.00	5.00	0.00
S-04001303702	Dingman Creek	Wellington Rd, London	-81.20727198	42.91139514	I	1975.00	1996.00	22.00	0.00
S-04001303802	Thames River	Vansittart Ave, Woodstock, dwnstrm Pittock Res.	-80.76696536	43.14481876	I	1975.00	2002.00	27.00	1.00
S-04001303902	Thames River	Pemberton St, Ingersoll	-80.87681323	43.04537076	I	1975.00	1996.00	22.00	0.00
S-04001304002	North Branch Creek	37th Ln, Oxford Cnty Rd 6, N of Embro	-80.90490398	43.16245089	I	1975.00	1978.00	4.00	0.00
S-04001304102	Middle Thames River	Rd 64, dwnstrm Thamesford	-80.99848748	43.03141939	A	1975.00	2016.00	40.00	2.00
S-04001304202	South Thames River	Dwnstrm Ingersoll, N of Cnty Rd 9	-80.92690923	43.01864126	A	1975.00	2016.00	36.00	6.00
S-04001304302	North Thames River	Hwy 7, Elginfield Rd, dwnstrm St Marys	-81.20750873	43.20836501	I	1975.00	1996.00	21.00	1.00
S-04001304402	North Thames River	Ln 32, dwnstrm Mitchell	-81.20725048	43.45058551	A	1975.00	2016.00	40.00	2.00
S-04001304502	North Thames River	Off Thomas St, 2.5km dwnstrm St. Marys	-81.17016261	43.23914339	I	1975.00	2002.00	27.00	1.00
S-04001304602	Tilbury Creek	Kent Cnty Rd 2, W of Tilbury	-82.44951898	42.26356176	I	1975.00	1996.00	22.00	0.00
S-04001304702	Thames River	Middlesex Cnty Rd 16, SE of Komoka	-81.42151298	42.93474951	A	1975.00	2016.00	41.00	1.00
S-04001304802	Thames River	1km dwnstrm Chatham STP, off Riverview Dr	-82.23067686	42.38817389	I	1975.00	1979.00	5.00	0.00
S-04001304902	McGregor Creek	Kent Bridge Rd, N of Hwy 401, S of Harwich	-81.98409836	42.44423214	I	1975.00	1996.00	22.00	0.00
S-08010700102	Penetangore River	Huron Terr, Kincardine	-81.63801148	44.17675776	I	1964.00	1972.00	9.00	0.00
S-08010700202	Penetangore River	Queen St, Kincardine	-81.63798636	44.17339364	I	1972.00	2004.00	7.00	26.00
S-08010700302	Penetangore River	End of Scott St, Kincardine	-81.63354636	44.16743576	I	1993.00	1995.00	3.00	0.00
S-08010700402	Penetangore River	Russel St, Kincardine	-81.63104448	44.17271176	I	1993.00	1995.00	3.00	0.00
S-08011300102	Little Sauble River North	Alma St, by Inverhuron Park, Bruce Twp	-81.57861136	44.29793214	I	1975.00	1995.00	21.00	0.00
S-08012300102	Saugeen River	Old Hwy 21 crossing, E of Hwy 21, Southampton	-81.36567461	44.49958376	I	1964.00	1976.00	13.00	0.00
S-08012300183	Saugeen River	Old Hwy 21 crossing, E of Hwy 21, Southampton	-81.36567611	44.49958301	I	1973.00	1982.00	4.00	6.00
S-08012300202	Saugeen River	Yonge St, Walkerton	-81.15385598	44.13468014	A	1964.00	2016.00	47.00	6.00
S-08012300302	Saugeen River	Bruce Cnty Rd 4, Hanover	-81.03917298	44.15136451	I	1964.00	1995.00	32.00	0.00
S-08012300402	Teeswater River	Dwnstrm dam, W of Teeswater	-81.30512548	43.99945039	I	1964.00	1995.00	32.00	0.00
S-08012300502	Saugeen River	Grey Cnty Rd 4, Durham	-80.83741111	44.18038551	I	1964.00	1995.00	32.00	0.00
S-08012300602	Rocky Saugeen River	West Back Ln, SW of Markdale	-80.66486498	44.30425051	I	1964.00	1995.00	32.00	0.00
S-08012300702	Saugeen River	Bruce Cnty Rd 3, dwnstrm Paisley	-81.27966698	44.31844339	I	1969.00	1995.00	26.00	1.00
S-08012300802	Teeswater River	Greenock Brant Twnln Rd, SW of Paisley	-81.26909036	44.26808514	I	1973.00	1977.00	5.00	0.00
S-08012300902	North Saugeen River	Sideroad 25, W of Chesley	-81.12116148	44.29604514	I	1973.00	1995.00	23.00	0.00
S-08012301002	Otter Creek	Bruce Cnty Rd 16, N of Mildmay	-81.12723911	44.06062051	I	1973.00	1995.00	23.00	0.00
S-08012301102	Beatty Saugeen River	Drive In Rd, SE of Hanover	-81.00089623	44.13717889	I	1973.00	1975.00	3.00	0.00
S-08012302602	Camp Creek	Allan Park Rd, S of Allan Park	-80.92946386	44.16095689	I	1974.00	1976.00	3.00	0.00
S-08012302702	Camp Creek	N of Grey Rd 4, dwnstrm Allan Park	-80.93323461	44.16908589	I	1974.00	1976.00	3.00	0.00
S-08012302802	South Saugeen River	Conc 8, Proton Twp, SW of Dundalk	-80.51158148	44.08647926	I	1974.00	1974.00	1.00	0.00
S-08012302902	Saugeen River	Conc Rd 2 WGR, W of Durham	-80.85654148	44.19251376	I	1975.00	1976.00	2.00	0.00
S-08012303082	Saugeen River	Bruce Cnty Rd 3, N of Burgoyne	-81.32606373	44.45610426	I	1975.00	2003.00	29.00	0.00
S-08012303102	North Saugeen River	Conc 6, Elderslie Twp, dwnstrm Lockerby dam	-81.24590923	44.31835551	I	1975.00	1976.00	2.00	0.00
S-08012303202	Saugeen River	Conc 2 Sdrd, Brant Twp, E of Walkerton	-81.11495236	44.12057876	I	1975.00	1977.00	3.00	0.00
S-08012303302	Saugeen River	Hwy 6, Garafraxa St, Durham	-80.81883748	44.17752751	I	1975.00	1976.00	2.00	0.00
S-08012303402	Saugeen River	RR Bridge, W of Hwy 6, Durham	-80.82180773	44.16987339	I	1975.00	1976.00	2.00	0.00
S-08012303502	Mill Creek	Conc 12, Bruce Twp, S of North Bruce (AG-14)	-81.42649098	44.34680251	I	1975.00	2004.00	4.00	26.00
S-08012303602	South Saugeen River	Grey Cnty Rd 16, Normanby Twp, E of Neustadt	-80.98861611	44.07970639	I	1975.00	1978.00	4.00	0.00
